regime_id,bootstrap,slope_loop_to_overload
R1,834,3.9955948839156985
R1,835,-6.398499122661415
R1,836,-5.249005209932322
R1,837,-2.5193310153096466
R1,838,3.931301377086858
R1,839,-4.647996122461726
R1,840,0.5796795691562507
R1,841,6.3143721940647985
R1,842,4.724350760991233
R1,843,-2.958292873492641
R1,844,-6.0070279495698715
R1,845,-2.8837728717792745
R1,846,3.832044996610772
R1,847,3.848689307945177
R1,848,-1.4221125287436351
R1,849,4.739294947395345
R1,850,4.3705841315666625
R1,851,-0.7016903678896133
R1,852,-4.27686529096279
R1,853,-4.7738812625025355
R1,854,-0.40567557862507486
R1,855,6.255573551716073
R1,856,-3.0586345330662916
R1,857,3.611641130845353
R1,858,-7.65970857969271
R1,859,4.584255584384211
R1,860,-2.2464012688205406
R1,861,-1.598980485357995
R1,862,-3.4085691885867244
R1,863,-2.5489850803693366
R1,864,4.0343687603706515
R1,865,3.7575725079076427
R1,866,-3.442097533957349
R1,867,-5.780926147272325
R1,868,-2.2370232128956262
R1,869,-0.7126392733946225
R1,870,5.015545077547976
R1,871,-2.3650501524726772
R1,872,4.655387406581914
R1,873,-2.3451999645498964
R1,874,-3.035756118944778
R1,875,0.1880415842775311
R1,876,4.356805616654874
R1,877,4.190512092836562
R1,878,3.7849583090681937
R1,879,4.299973909552517
R1,880,4.255527397269193
R1,881,-5.006617976017065
R1,882,-0.46582150865203004
R1,883,6.341192853197923
R1,884,-5.678477118471486
R1,885,5.312649389136023
R1,886,-2.5786337921398657
R1,887,5.39659183433183
R1,888,-6.010335859978761
R1,889,-5.996194966361071
R1,890,-0.6064716226477926
R1,891,3.9285574232846425
R1,892,-0.9727415621287872
R1,893,-6.327388270273324
