tag,label,phase,force_over_mean,ccdf
a050_mu010_g002,memory-rich,cold,3.504218706184992,0.008179856115107853
a050_mu010_g002,memory-rich,cold,3.8309200859622665,0.0045899280575538715
a050_mu010_g002,memory-rich,cold,4.40277509837747,0.0010000000000000009
a100_mu030_g002,intermediate,hot,0.48419374647891716,0.5
a100_mu030_g002,intermediate,hot,0.4886272227490177,0.496410071942446
a100_mu030_g002,intermediate,hot,0.4936046361392234,0.49282014388489204
a100_mu030_g002,intermediate,hot,0.5002416343691884,0.48923021582733817
a100_mu030_g002,intermediate,hot,0.5077935734843838,0.4856402877697842
a100_mu030_g002,intermediate,hot,0.5127827488902431,0.4820503597122302
a100_mu030_g002,intermediate,hot,0.5219827594225416,0.4784604316546762
a100_mu030_g002,intermediate,hot,0.5282757716744376,0.47487050359712235
a100_mu030_g002,intermediate,hot,0.5342530686813607,0.47128057553956837
a100_mu030_g002,intermediate,hot,0.5392735825250663,0.4676906474820144
a100_mu030_g002,intermediate,hot,0.5434776878420311,0.4641007194244604
a100_mu030_g002,intermediate,hot,0.5515524112488986,0.4605107913669064
a100_mu030_g002,intermediate,hot,0.5568264994632912,0.45692086330935255
a100_mu030_g002,intermediate,hot,0.5637841123016941,0.4533309352517986
a100_mu030_g002,intermediate,hot,0.5693607987462589,0.4497410071942446
a100_mu030_g002,intermediate,hot,0.5745134889957201,0.4461510791366906
a100_mu030_g002,intermediate,hot,0.5811507944777837,0.44256115107913674
a100_mu030_g002,intermediate,hot,0.590755507315097,0.43897122302158276
a100_mu030_g002,intermediate,hot,0.6000512822507991,0.4353812949640288
a100_mu030_g002,intermediate,hot,0.6074480152829802,0.4317913669064748
a100_mu030_g002,intermediate,hot,0.6143486668000085,0.4282014388489208
a100_mu030_g002,intermediate,hot,0.623834553318658,0.42461151079136694
a100_mu030_g002,intermediate,hot,0.6334081361926529,0.42102158273381296
a100_mu030_g002,intermediate,hot,0.6430343501875015,0.417431654676259
a100_mu030_g002,intermediate,hot,0.6519681674959235,0.413841726618705
a100_mu030_g002,intermediate,hot,0.66063005573209,0.4102517985611511
a100_mu030_g002,intermediate,hot,0.6675184695352487,0.40666187050359714
a100_mu030_g002,intermediate,hot,0.6765243374960036,0.40307194244604316
a100_mu030_g002,intermediate,hot,0.6838047647064426,0.3994820143884892
a100_mu030_g002,intermediate,hot,0.6947307351712646,0.3958920863309352
a100_mu030_g002,intermediate,hot,0.7052262660257784,0.39230215827338133
a100_mu030_g002,intermediate,hot,0.7122626481555093,0.38871223021582735
a100_mu030_g002,intermediate,hot,0.7260890455940531,0.38512230215827337
a100_mu030_g002,intermediate,hot,0.7340536076204024,0.3815323741007194
